dims,k,cell,n,pf,wr,net,sharpe,n_months,win_mo_pct,lose_mo_pct,top_mo_pct
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=L<15 | dow=Wed | quarter=Q2,117,1.7595370533100003,58.119658119658126,23687.14753991235,0.20013413461378363,3,66.7,33.3,119.4
"dow,month",2,dow=Mon | month=Apr,1505,1.7582390772485166,67.109634551495,271886.36822812556,0.3683384876847409,1,100.0,0.0,100.0
"dow,month,quarter",3,dow=Mon | month=Apr | quarter=Q2,1505,1.7582390772485166,67.109634551495,271886.36822812556,0.3683384876847409,1,100.0,0.0,100.0
"dow,month,confirmation_lag_min",3,dow=Mon | month=Apr | confirmation_lag_min=<=15,1505,1.7582390772485166,67.109634551495,271886.36822812556,0.3683384876847409,1,100.0,0.0,100.0
"rsi_severity,R_size_bucket,quarter",3,rsi_severity=deep | R_size_bucket=3%+ | quarter=Q2,1105,1.7556696326408185,62.89592760180995,128019.15009713864,0.1725011180857754,3,66.7,33.3,78.0
"rsi_severity,dow,month",3,rsi_severity=deep | dow=Fri | month=Dec,447,1.7510714005888282,61.74496644295302,105051.0528280509,0.3586765110188049,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S85+ | month=Jan,154,1.7419662494751196,64.93506493506493,28348.697375909564,0.401397108441411,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S85+ | dow=Tue | quarter=Q1,105,1.7409558146814226,61.904761904761905,23834.137947218856,0.3124042915734752,3,66.7,33.3,61.2
"dow,month",2,dow=Tue | month=Jan,1185,1.7239630921318145,60.67510548523207,292304.887664238,0.6889780223034655,1,100.0,0.0,100.0
"dow,month,quarter",3,dow=Tue | month=Jan | quarter=Q1,1185,1.7239630921318145,60.67510548523207,292304.887664238,0.6889780223034655,1,100.0,0.0,100.0
"dow,month,confirmation_lag_min",3,dow=Tue | month=Jan | confirmation_lag_min=<=15,1185,1.7239630921318145,60.67510548523207,292304.887664238,0.6889780223034655,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=L15-20 | R_size_bucket=2-3% | dow=Wed,269,1.7195623451947706,58.7360594795539,54507.86337831887,0.13415939803220323,13,46.2,53.8,103.5
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=S85+ | R_size_bucket=3%+ | month=Jun,105,1.7180655127116509,62.857142857142854,13371.482115862325,0.3756634204894933,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,quarter",3,tod_bucket=mid | rsi_severity_fine=L<15 | quarter=Q3,418,1.7166374382169434,57.89473684210527,73300.74634600086,0.22795886543445418,4,75.0,25.0,95.8
"tod_bucket,dow,month",3,tod_bucket=mid | dow=Fri | month=Mar,150,1.7154889056716653,62.0,29309.53409123663,0.7652608207093213,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,dow",3,cap_segment=small_cap | rsi_severity_fine=S85+ | dow=Fri,383,1.7060410461229776,62.66318537859008,73225.45296509436,0.5112789189262024,13,84.6,15.4,17.8
"cap_segment,R_size_bucket,dow",3,cap_segment=large_cap | R_size_bucket=3%+ | dow=Mon,299,1.6996566350645597,62.54180602006689,31329.16301836278,0.1347997819688815,13,53.8,46.2,106.5
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L15-20 | R_size_bucket=1-2% | month=Jun,283,1.6971284614556472,59.36395759717315,44757.79134446198,0.2508847723127072,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=afternoon | dow=Wed | month=Jan,149,1.6916051195827209,55.033557046979865,24238.413519195812,0.294279343555323,1,100.0,0.0,100.0
"R_size_bucket,dow",2,R_size_bucket=1-2% | dow=Sat,226,1.6900077551619002,60.61946902654868,57323.7141520811,0.0,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=1-2% | dow=Sat | month=Feb,226,1.6900077551619002,60.61946902654868,57323.7141520811,0.0,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=1-2% | dow=Sat | quarter=Q1,226,1.6900077551619002,60.61946902654868,57323.7141520811,0.0,1,100.0,0.0,100.0
"R_size_bucket,dow,confirmation_lag_min",3,R_size_bucket=1-2% | dow=Sat | confirmation_lag_min=<=15,226,1.6900077551619002,60.61946902654868,57323.7141520811,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=S85+ | R_size_bucket=3%+ | dow=Thu,270,1.6847302187564412,60.74074074074074,41749.763011341005,0.42570937974152206,13,84.6,15.4,29.4
"cap_segment,R_size_bucket,month",3,cap_segment=large_cap | R_size_bucket=3%+ | month=Oct,101,1.6828370143879996,58.415841584158414,12192.742861850425,0.20503216359851037,1,100.0,0.0,100.0
"direction,R_size_bucket,dow",3,direction=short | R_size_bucket=1-2% | dow=Sat,196,1.682668096381611,60.71428571428571,51943.689291526694,0.0,1,100.0,0.0,100.0
"direction,R_size_bucket,month",3,direction=short | R_size_bucket=3%+ | month=Jun,304,1.6746676729930816,64.14473684210526,33685.99635541562,0.725776710901034,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L<15 | R_size_bucket=3%+ | quarter=Q4,142,1.6723746635240797,55.633802816901415,19352.15186054873,0.3150426619143729,3,100.0,0.0,44.4
"cap_segment,rsi_severity,R_size_bucket",3,cap_segment=large_cap | rsi_severity=deep | R_size_bucket=3%+,558,1.667900288740281,62.54480286738351,65341.613786863585,0.15672661783657188,13,69.2,30.8,48.0
"cap_segment,rsi_severity_fine,R_size_bucket",3,cap_segment=small_cap | rsi_severity_fine=S85+ | R_size_bucket=0.5-1%,220,1.6645674709138893,55.45454545454545,41887.69328704079,0.2665128043503889,13,84.6,15.4,23.8
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=morning | rsi_severity_fine=L<15 | month=Dec,208,1.6625836889991157,59.13461538461539,41908.121786033866,0.17210353625542169,1,100.0,0.0,100.0
"direction,R_size_bucket,dow",3,direction=long | R_size_bucket=3%+ | dow=Mon,905,1.6541194041469072,61.65745856353592,92556.4423298916,0.1100818089622239,13,46.2,53.8,127.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=L<15 | month=Apr,244,1.652574235099816,61.885245901639344,42324.4309927088,0.15493613497199396,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S85+ | dow=Wed | month=Jun,112,1.6524058636490948,59.82142857142857,19773.988188849435,0.8005037045638954,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=S85+ | R_size_bucket=3%+ | month=Sep,181,1.6517340463996522,58.011049723756905,25820.557506786892,0.3581768712080163,2,100.0,0.0,83.5
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=L<15 | month=May,126,1.6436448588549242,56.34920634920635,20967.14390968211,0.29188504761579015,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L<15 | R_size_bucket=2-3% | quarter=Q2,189,1.6410309408490507,59.78835978835979,29542.618557409252,0.13739545056392544,3,100.0,0.0,48.9
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=S85+ | R_size_bucket=0.5-1% | quarter=Q4,134,1.6391419286155584,58.2089552238806,26860.669075424157,0.37487542632064175,3,66.7,33.3,67.1
"rsi_severity_fine,dow",2,rsi_severity_fine=S75-80 | dow=Sat,196,1.638030726144586,59.183673469387756,43695.5537778881,0.0,1,100.0,0.0,100.0
"direction,rsi_severity,dow",3,direction=short | rsi_severity=moderate | dow=Sat,196,1.638030726144586,59.183673469387756,43695.5537778881,0.0,1,100.0,0.0,100.0
"direction,rsi_severity_fine,dow",3,direction=short | rsi_severity_fine=S75-80 | dow=Sat,196,1.638030726144586,59.183673469387756,43695.5537778881,0.0,1,100.0,0.0,100.0
"rsi_severity,rsi_severity_fine,dow",3,rsi_severity=moderate | rsi_severity_fine=S75-80 | dow=Sat,196,1.638030726144586,59.183673469387756,43695.5537778881,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Sat | month=Feb,196,1.638030726144586,59.183673469387756,43695.5537778881,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S75-80 | dow=Sat | quarter=Q1,196,1.638030726144586,59.183673469387756,43695.5537778881,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,confirmation_lag_min",3,rsi_severity_fine=S75-80 | dow=Sat | confirmation_lag_min=<=15,196,1.638030726144586,59.183673469387756,43695.5537778881,0.0,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Tue | month=Jan,263,1.6337974894769387,58.935361216730044,62256.105002494645,0.37120585407829165,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S85+ | dow=Tue | month=May,109,1.6311771374017945,60.550458715596335,20617.767296700255,1.2615354982402254,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Mon | month=Nov,681,1.6290338451778485,57.856093979442,117439.24749023128,0.9733865191345458,1,100.0,0.0,100.0
"rsi_severity,dow",2,rsi_severity=moderate | dow=Sat,236,1.6266998596665803,59.32203389830508,48466.585460865506,0.0,1,100.0,0.0,100.0
"rsi_severity,dow,month",3,rsi_severity=moderate | dow=Sat | month=Feb,236,1.6266998596665803,59.32203389830508,48466.585460865506,0.0,1,100.0,0.0,100.0
"rsi_severity,dow,quarter",3,rsi_severity=moderate | dow=Sat | quarter=Q1,236,1.6266998596665803,59.32203389830508,48466.585460865506,0.0,1,100.0,0.0,100.0
"rsi_severity,dow,confirmation_lag_min",3,rsi_severity=moderate | dow=Sat | confirmation_lag_min=<=15,236,1.6266998596665803,59.32203389830508,48466.585460865506,0.0,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=1-2% | dow=Tue | month=Jan,682,1.6170041717218626,59.384164222873906,158097.56127823103,0.5822321259605279,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L<15 | R_size_bucket=1-2% | month=May,141,1.6143119626819193,58.86524822695035,23789.029668529263,0.20656818130125157,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Tue | month=Jan,929,1.611282317734184,58.988159311087195,207832.33729758736,0.434695852858977,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=mid | dow=Thu | month=Sep,578,1.599720504652727,61.0726643598616,97700.68971730335,0.21120506647206763,2,50.0,50.0,140.9
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Mon | month=Nov,193,1.5966837790037312,56.476683937823836,32706.341240088143,1.0950493709872986,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=morning | rsi_severity_fine=L20-25 | month=May,1244,1.5933917933327408,60.530546623794216,197827.92450314024,0.24511213374251994,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,month",3,cap_segment=small_cap | R_size_bucket=3%+ | month=Jun,253,1.59212986444441,61.6600790513834,24055.359511665843,0.6193400705428838,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,month",3,cap_segment=large_cap | R_size_bucket=2-3% | month=Feb,190,1.5905310325093263,56.315789473684205,30389.35490520361,0.4444410357412318,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Tue | quarter=Q1,304,1.5875500747258422,56.25,39077.91342793504,0.5282935003770066,3,100.0,0.0,74.6
"tod_bucket,R_size_bucket,month",3,tod_bucket=morning | R_size_bucket=3%+ | month=Jun,377,1.5875200663329645,59.6816976127321,36516.82291148222,0.7063604465042987,1,100.0,0.0,100.0
"direction,R_size_bucket,month",3,direction=long | R_size_bucket=3%+ | month=May,229,1.5835076326199355,53.275109170305676,18693.740274204763,0.2571066872849725,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,R_size_bucket",3,tod_bucket=morning | rsi_severity_fine=L<15 | R_size_bucket=3%+,567,1.577064673359211,58.0246913580247,63070.85910591222,0.11429659572897947,13,61.5,38.5,66.7
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Thu | month=Jun,162,1.5764405267346007,60.49382716049383,22552.276839822825,1.1555179913907867,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=S85+ | R_size_bucket=0.5-1% | dow=Fri,103,1.5757125673001748,59.22330097087378,20414.796956981903,0.3409545536200485,13,84.6,15.4,24.0
"tod_bucket,R_size_bucket,quarter",3,tod_bucket=morning | R_size_bucket=3%+ | quarter=Q2,1663,1.5747338366503238,60.55321707757065,154095.72760520224,0.16807845062618865,3,100.0,0.0,74.2
"R_size_bucket,dow,month",3,R_size_bucket=1-2% | dow=Wed | month=May,711,1.5724237858960797,59.91561181434599,121829.51607588308,0.30163862991783896,1,100.0,0.0,100.0
"direction,tod_bucket,month",3,direction=long | tod_bucket=morning | month=May,2113,1.571499472330347,59.34690014197823,326470.4580159862,0.23526220045463386,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=mid_cap | dow=Tue | month=Jan,366,1.571024127392012,59.2896174863388,77421.80303567467,0.927812884574828,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Thu | month=Aug,217,1.569136173197504,61.29032258064516,34298.01690311458,0.6711430542513004,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=S80-85 | R_size_bucket=3%+ | quarter=Q3,335,1.5682731753432058,62.089552238805965,36784.218473838904,0.3488033126408021,4,100.0,0.0,36.5
"cap_segment,dow,month",3,cap_segment=large_cap | dow=Thu | month=Nov,371,1.5675649679087194,59.83827493261455,58872.16729260483,1.868278258509597,1,100.0,0.0,100.0
"direction,R_size_bucket,month",3,direction=short | R_size_bucket=3%+ | month=Sep,574,1.5608467833892168,60.278745644599304,64432.218826161276,0.43480065232039417,2,100.0,0.0,70.8
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=morning | rsi_severity_fine=L15-20 | month=May,638,1.5596094853008116,58.46394984326019,97079.39121429337,0.22757503168461052,1,100.0,0.0,100.0
"direction,dow,month",3,direction=short | dow=Thu | month=Aug,399,1.5591648316878546,60.40100250626567,62548.28059205881,0.8666042452185652,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S85+ | dow=Thu | month=Oct,111,1.554935612456068,60.36036036036037,17486.79820868187,0.7678528176593468,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=S80-85 | R_size_bucket=3%+ | month=Sep,180,1.5510316421419788,59.44444444444444,20092.799357989483,0.36033252297155505,2,100.0,0.0,53.9
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Wed | month=May,547,1.5502886805041953,59.96343692870201,83711.13008728651,0.2893091451775738,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,quarter",3,cap_segment=mid_cap | R_size_bucket=3%+ | quarter=Q2,590,1.549938388391831,59.32203389830508,50375.95482398181,0.1357416282900146,3,100.0,0.0,81.5
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S85+ | month=Aug,151,1.5480255278356267,62.913907284768214,24454.138573641652,0.5205217921502325,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,quarter",3,cap_segment=large_cap | R_size_bucket=3%+ | quarter=Q4,232,1.545547367483259,56.896551724137936,23572.26140493664,0.19430501986474383,3,100.0,0.0,51.7
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Fri | month=May,457,1.5400837160619485,60.83150984682714,51324.789510639544,0.2934601124717325,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=morning | dow=Wed | month=May,1031,1.538703432151629,60.13579049466537,166084.16786020313,0.27851478800466656,1,100.0,0.0,100.0
"rsi_severity,R_size_bucket,dow",3,rsi_severity=moderate | R_size_bucket=1-2% | dow=Sat,138,1.5367673185989326,58.69565217391305,27891.565903947092,0.0,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,quarter",3,cap_segment=small_cap | rsi_severity_fine=L<15 | quarter=Q2,435,1.5310678813270795,58.39080459770115,62786.208423333344,0.11959274610771177,3,66.7,33.3,67.4
"rsi_severity,R_size_bucket,month",3,rsi_severity=deep | R_size_bucket=3%+ | month=Aug,234,1.5308902161605633,63.24786324786324,23703.22443414833,0.6856535852288532,1,100.0,0.0,100.0
"direction,R_size_bucket,month",3,direction=short | R_size_bucket=3%+ | month=Aug,256,1.530419727128358,64.84375,26994.06294828342,0.4878400624249898,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Thu | month=Mar,328,1.5248722419159908,57.62195121951219,55627.43652611093,0.341029729386916,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=afternoon | rsi_severity_fine=L15-20 | month=Jun,103,1.5240056320734257,53.398058252427184,9573.92516017512,0.2994498485840885,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=S85+ | R_size_bucket=3%+ | dow=Fri,193,1.5220817387865433,63.212435233160626,22398.136668056417,0.29746005939414444,13,76.9,23.1,24.1
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=S75-80 | R_size_bucket=1-2% | dow=Sat,116,1.5170471573177395,58.620689655172406,24469.73598924254,0.0,1,100.0,0.0,100.0
"direction,R_size_bucket,quarter",3,direction=long | R_size_bucket=2-3% | quarter=Q2,1233,1.5125060199939642,56.69099756690997,140249.84338195162,0.13096011526242418,3,100.0,0.0,78.1
"tod_bucket,rsi_severity_fine,R_size_bucket",3,tod_bucket=morning | rsi_severity_fine=L15-20 | R_size_bucket=3%+,722,1.5100795433300906,59.97229916897508,64037.326038362524,0.09356778117804275,13,53.8,46.2,82.9
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Tue | quarter=Q2,219,1.5044321913245053,57.99086757990868,21572.624555491973,0.44978636669705246,3,66.7,33.3,79.5
"tod_bucket,dow,month",3,tod_bucket=morning | dow=Thu | month=Nov,1093,1.5038376108147193,60.01829826166514,158138.79629513298,0.9241815187150764,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S85+ | dow=Thu | month=Sep,186,1.5031752021238627,60.752688172043015,27473.353627819153,0.5541865055201276,2,100.0,0.0,97.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S85+ | dow=Fri | quarter=Q1,215,1.5024372222586633,64.65116279069767,31397.07861319772,0.6646569414366214,3,100.0,0.0,61.5
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Fri | month=Jun,127,1.5012370860216604,58.26771653543307,8364.092867518324,0.6235164257392266,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S80-85 | dow=Thu | month=Aug,113,1.4984070274947972,58.4070796460177,16034.886307642177,1.552060745982545,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=afternoon | rsi_severity_fine=L20-25 | month=Feb,317,1.4983011367012369,55.20504731861199,36169.01826048084,0.3585484311558529,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=S85+ | R_size_bucket=3%+ | quarter=Q3,358,1.4944954626806097,57.821229050279335,41733.27720856712,0.3118909301106917,4,100.0,0.0,51.7
"cap_segment,dow,month",3,cap_segment=large_cap | dow=Wed | month=May,306,1.4940173273195636,57.84313725490197,43156.67713318637,0.366736005314615,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=large_cap | dow=Fri | month=Dec,365,1.492006269930455,58.082191780821915,65753.86095332875,0.2627098101449665,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,dow",3,cap_segment=large_cap | R_size_bucket=3%+ | dow=Thu,146,1.4910704662752008,61.64383561643836,13994.378098663112,0.21966877516346633,13,53.8,46.2,45.3
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=morning | rsi_severity_fine=L<15 | month=May,231,1.4901840489396478,55.41125541125541,31563.142298552564,0.20267337577708286,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=1-2% | dow=Mon | month=Apr,604,1.4878347848468834,62.41721854304636,99024.19162793891,0.31018749799980583,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Mon | month=Nov,478,1.4869850563644051,58.36820083682008,66467.47890733539,1.1802918415580488,1,100.0,0.0,100.0
"direction,dow,month",3,direction=long | dow=Fri | month=Jun,691,1.4867133312252787,56.58465991316932,63494.309193328896,0.4951882044767638,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=S80-85 | R_size_bucket=3%+ | dow=Fri,184,1.4862469282515693,63.58695652173913,18581.928035832603,0.2883061974454143,13,69.2,30.8,38.2
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S80-85 | month=Feb,182,1.4816027357523402,61.53846153846154,27367.160485092027,0.2730214451813857,1,100.0,0.0,100.0
"direction,cap_segment,month",3,direction=short | cap_segment=small_cap | month=Feb,769,1.4779630977541427,60.46814044213264,112839.63129197243,0.35695472915851784,1,100.0,0.0,100.0
"R_size_bucket,month",2,R_size_bucket=3%+ | month=Jun,440,1.4772844612845364,59.09090909090909,34804.63954333132,0.6694895770000618,1,100.0,0.0,100.0
"R_size_bucket,month,quarter",3,R_size_bucket=3%+ | month=Jun | quarter=Q2,440,1.4772844612845364,59.09090909090909,34804.63954333132,0.6694895770000618,1,100.0,0.0,100.0
"R_size_bucket,month,confirmation_lag_min",3,R_size_bucket=3%+ | month=Jun | confirmation_lag_min=<=15,440,1.4772844612845364,59.09090909090909,34804.63954333132,0.6694895770000618,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=S75-80 | R_size_bucket=3%+ | month=Sep,213,1.477270486505571,62.91079812206573,18518.861961384904,0.31083361915598057,2,100.0,0.0,71.2
"rsi_severity,dow,month",3,rsi_severity=moderate | dow=Tue | month=Jan,663,1.4761302956144782,57.61689291101055,116673.69179616196,0.6415731442990227,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Fri | month=May,663,1.4737415579579158,58.22021116138764,76324.82864571454,0.3817685258553625,1,100.0,0.0,100.0
"R_size_bucket,quarter",2,R_size_bucket=3%+ | quarter=Q2,1869,1.473645595990301,59.28303905831995,145129.76430376474,0.15707964838670765,3,100.0,0.0,74.4
"R_size_bucket,quarter,confirmation_lag_min",3,R_size_bucket=3%+ | quarter=Q2 | confirmation_lag_min=<=15,1869,1.473645595990301,59.28303905831995,145129.76430376474,0.15707964838670765,3,100.0,0.0,74.4
"cap_segment,tod_bucket,R_size_bucket",3,cap_segment=large_cap | tod_bucket=morning | R_size_bucket=3%+,846,1.4713068553957915,58.51063829787234,73410.21749582844,0.12699633083490508,13,76.9,23.1,53.4
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Tue | month=Mar,277,1.4705817167892519,59.205776173285194,30799.096129769147,0.5348485097859311,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Fri | month=Jun,440,1.4679666561801963,55.45454545454545,40503.713903592114,0.4950879030920819,1,100.0,0.0,100.0
"tod_bucket,dow,month",3,tod_bucket=morning | dow=Mon | month=Nov,1208,1.4677782133553463,57.69867549668874,169147.36415213355,1.5438090097746207,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=1-2% | dow=Thu | month=Nov,738,1.4644532140253295,59.2140921409214,97978.03341601782,1.060445660434981,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=L<15 | R_size_bucket=2-3% | dow=Wed,162,1.4642331702078442,53.70370370370371,24749.298914430103,0.1352339543739809,13,38.5,61.5,113.6
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Thu | month=Nov,474,1.4642188033957955,58.016877637130804,62257.412034601264,0.5858353857762776,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket",2,rsi_severity_fine=L15-20 | R_size_bucket=3%+,787,1.4640816137451567,59.339263024142305,64419.874224939886,0.08862591505052368,13,61.5,38.5,80.0
"direction,rsi_severity_fine,R_size_bucket",3,direction=long | rsi_severity_fine=L15-20 | R_size_bucket=3%+,787,1.4640816137451567,59.339263024142305,64419.874224939886,0.08862591505052368,13,61.5,38.5,80.0
"rsi_severity,rsi_severity_fine,R_size_bucket",3,rsi_severity=deep | rsi_severity_fine=L15-20 | R_size_bucket=3%+,787,1.4640816137451567,59.339263024142305,64419.874224939886,0.08862591505052368,13,61.5,38.5,80.0
"rsi_severity_fine,R_size_bucket,confirmation_lag_min",3,rsi_severity_fine=L15-20 | R_size_bucket=3%+ | confirmation_lag_min=<=15,787,1.4640816137451567,59.339263024142305,64419.874224939886,0.08862591505052368,13,61.5,38.5,80.0
"R_size_bucket,dow,month",3,R_size_bucket=1-2% | dow=Mon | month=Nov,775,1.4609433600626671,58.322580645161295,106953.37413610647,1.1315466585316916,1,100.0,0.0,100.0
"direction,R_size_bucket,dow",3,direction=short | R_size_bucket=3%+ | dow=Fri,656,1.46090250158599,62.80487804878049,62071.26525450687,0.3523852889629491,13,69.2,30.8,29.6
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L15-20 | R_size_bucket=3%+ | month=Oct,106,1.459456064245478,53.77358490566038,10049.71269479338,0.1712507198253698,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L15-20 | R_size_bucket=2-3% | month=Apr,129,1.458300088602884,58.139534883720934,16797.61511308601,0.11427889259324409,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,dow",3,cap_segment=large_cap | R_size_bucket=3%+ | dow=Wed,149,1.4561180981745758,55.70469798657718,13141.556491304818,0.13970145326705918,13,38.5,61.5,89.8
"rsi_severity,R_size_bucket,dow",3,rsi_severity=deep | R_size_bucket=3%+ | dow=Tue,622,1.4543900043844442,57.556270096463024,62067.607036628644,0.32589667166786546,13,84.6,15.4,38.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L<15 | dow=Mon | month=Sep,448,1.453935283088831,56.91964285714286,52504.03972587202,0.3122804368062308,2,50.0,50.0,111.1
"cap_segment,R_size_bucket",2,cap_segment=large_cap | R_size_bucket=3%+,939,1.4531175489240042,58.25346112886049,77732.93716465047,0.130910325816765,13,76.9,23.1,52.8
"cap_segment,R_size_bucket,confirmation_lag_min",3,cap_segment=large_cap | R_size_bucket=3%+ | confirmation_lag_min=<=15,939,1.4531175489240042,58.25346112886049,77732.93716465047,0.130910325816765,13,76.9,23.1,52.8
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=L15-20 | month=May,293,1.4529864024736043,54.94880546075085,37110.68924357412,0.19035726084934912,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=0.5-1% | dow=Tue | month=Jan,189,1.4524921566103655,59.25925925925925,32016.32727583064,0.4431941584901571,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=S85+ | R_size_bucket=3%+ | quarter=Q1,224,1.4491964550902927,59.82142857142857,24847.56870262615,0.26635549213190346,3,100.0,0.0,46.6
